,tokens,labels
84,"['Its', 'smooth', 'creamy', 'paper', ',', 'a', 'little', 'yellowed', 'by', 'age', ',', 'was', 'of', 'a', 'kind', 'that', 'had', 'not', 'been', 'manufactured', 'for', 'at', 'least', 'forty', 'years', 'past', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,"['He', 'could', 'guess', ',', 'however', ',', 'that', 'the', 'book', 'was', 'much', 'older', 'than', 'that', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86,"['He', 'had', 'seen', 'it', 'lying', 'in', 'the', 'window', 'of', 'a', 'frowsy', 'little', 'junk-shop', 'in', 'a', 'slummy', 'quarter', 'of', 'the', 'town', '(', 'just', 'what', 'quarter', 'he', 'did', 'not', 'now', 'remember', ')', 'and', 'had', 'been', 'stricken', 'immediately', 'by', 'an', 'overwhelming', 'desire', 'to', 'possess', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87,"['Party', 'members', 'were', 'supposed', 'not', 'to', 'go', 'into', 'ordinary', 'shops', '(', ""'"", 'dealing', 'on', 'the', 'free', 'market', ""'"", ',', 'it', 'was', 'called', ')', ',', 'but', 'the', 'rule', 'was', 'not', 'strictly', 'kept', ',', 'because', 'there', 'were', 'various', 'things', ',', 'such', 'as', 'shoelaces', 'and', 'razor', 'blades', ',', 'which', 'it', 'was', 'impossible', 'to', 'get', 'hold', 'of', 'in', 'any', 'other', 'way', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,"['He', 'had', 'given', 'a', 'quick', 'glance', 'up', 'and', 'down', 'the', 'street', 'and', 'then', 'had', 'slipped', 'inside', 'and', 'bought', 'the', 'book', 'for', 'two', 'dollars', 'fifty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89,"['At', 'the', 'time', 'he', 'was', 'not', 'conscious', 'of', 'wanting', 'it', 'for', 'any', 'particular', 'purpose', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,"['He', 'had', 'carried', 'it', 'guiltily', 'home', 'in', 'his', 'briefcase', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,"['Even', 'with', 'nothing', 'written', 'in', 'it', ',', 'it', 'was', 'a', 'compromising', 'possession', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92,"['The', 'thing', 'that', 'he', 'was', 'about', 'to', 'do', 'was', 'to', 'open', 'a', 'diary', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,"['This', 'was', 'not', 'illegal', '(', 'nothing', 'was', 'illegal', ',', 'since', 'there', 'were', 'no', 'longer', 'any', 'laws', ')', ',', 'but', 'if', 'detected', 'it', 'was', 'reasonably', 'certain', 'that', 'it', 'would', 'be', 'punished', 'by', 'death', ',', 'or', 'at', 'least', 'by', 'twenty-five', 'years', 'in', 'a', 'forced-labour', 'camp', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,"['Winston', 'fitted', 'a', 'nib', 'into', 'the', 'penholder', 'and', 'sucked', 'it', 'to', 'get', 'the', 'grease', 'off', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,"['The', 'pen', 'was', 'an', 'archaic', 'instrument', ',', 'seldom', 'used', 'even', 'for', 'signatures', ',', 'and', 'he', 'had', 'procured', 'one', ',', 'furtively', 'and', 'with', 'some', 'difficulty', ',', 'simply', 'because', 'of', 'a', 'feeling', 'that', 'the', 'beautiful', 'creamy', 'paper', 'deserved', 'to', 'be', 'written', 'on', 'with', 'a', 'real', 'nib', 'instead', 'of', 'being', 'scratched', 'with', 'an', 'ink-pencil', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,"['Actually', 'he', 'was', 'not', 'used', 'to', 'writing', 'by', 'hand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,"['Apart', 'from', 'very', 'short', 'notes', ',', 'it', 'was', 'usual', 'to', 'dictate', 'everything', 'into', 'the', 'speak-write', 'which', 'was', 'of', 'course', 'impossible', 'for', 'his', 'present', 'purpose', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,"['He', 'dipped', 'the', 'pen', 'into', 'the', 'ink', 'and', 'then', 'faltered', 'for', 'just', 'a', 'second', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,"['A', 'tremor', 'had', 'gone', 'through', 'his', 'bowels', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
100,"['To', 'mark', 'the', 'paper', 'was', 'the', 'decisive', 'act', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,"['In', 'small', 'clumsy', 'letters', 'he', 'wrote', ':', 'April', '4th', ',', '1984', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,"['He', 'sat', 'back', '.']","[0, 0, 0, 0]"
103,"['A', 'sense', 'of', 'complete', 'helplessness', 'had', 'descended', 'upon', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104,"['To', 'begin', 'with', ',', 'he', 'did', 'not', 'know', 'with', 'any', 'certainty', 'that', 'this', 'was', '1984', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,"['It', 'must', 'be', 'round', 'about', 'that', 'date', ',', 'since', 'he', 'was', 'fairly', 'sure', 'that', 'his', 'age', 'was', 'thirty-nine', ',', 'and', 'he', 'believed', 'that', 'he', 'had', 'been', 'born', 'in', '1944', 'or', '1945', ';', 'but', 'it', 'was', 'never', 'possible', 'nowadays', 'to', 'pin', 'down', 'any', 'date', 'within', 'a', 'year', 'or', 'two', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,"['For', 'whom', ',', 'it', 'suddenly', 'occurred', 'to', 'him', 'to', 'wonder', ',', 'was', 'he', 'writing', 'this', 'diary', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,"['For', 'the', 'future', ',', 'for', 'the', 'unborn', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
108,"['His', 'mind', 'hovered', 'for', 'a', 'moment', 'round', 'the', 'doubtful', 'date', 'on', 'the', 'page', ',', 'and', 'then', 'fetched', 'up', 'with', 'a', 'bump', 'against', 'the', 'Newspeak', 'word', 'DOUBLETHINK', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109,"['For', 'the', 'first', 'time', 'the', 'magnitude', 'of', 'what', 'he', 'had', 'undertaken', 'came', 'home', 'to', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110,"['How', 'could', 'you', 'communicate', 'with', 'the', 'future', '?']","[0, 0, 0, 0, 0, 0, 0, 0]"
111,"['It', 'was', 'of', 'its', 'nature', 'impossible', '.']","[0, 0, 0, 0, 0, 0, 0]"
112,"['Either', 'the', 'future', 'would', 'resemble', 'the', 'present', ',', 'in', 'which', 'case', 'it', 'would', 'not', 'listen', 'to', 'him', ':', 'or', 'it', 'would', 'be', 'different', 'from', 'it', ',', 'and', 'his', 'predicament', 'would', 'be', 'meaningless', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113,"['For', 'some', 'time', 'he', 'sat', 'gazing', 'stupidly', 'at', 'the', 'paper', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,"['The', 'telescreen', 'had', 'changed', 'over', 'to', 'strident', 'military', 'music', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,"['It', 'was', 'curious', 'that', 'he', 'seemed', 'not', 'merely', 'to', 'have', 'lost', 'the', 'power', 'of', 'expressing', 'himself', ',', 'but', 'even', 'to', 'have', 'forgotten', 'what', 'it', 'was', 'that', 'he', 'had', 'originally', 'intended', 'to', 'say', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116,"['For', 'weeks', 'past', 'he', 'had', 'been', 'making', 'ready', 'for', 'this', 'moment', ',', 'and', 'it', 'had', 'never', 'crossed', 'his', 'mind', 'that', 'anything', 'would', 'be', 'needed', 'except', 'courage', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,"['The', 'actual', 'writing', 'would', 'be', 'easy', '.']","[0, 0, 0, 0, 0, 0, 0]"
118,"['All', 'he', 'had', 'to', 'do', 'was', 'to', 'transfer', 'to', 'paper', 'the', 'interminable', 'restless', 'monologue', 'that', 'had', 'been', 'running', 'inside', 'his', 'head', ',', 'literally', 'for', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,"['At', 'this', 'moment', ',', 'however', ',', 'even', 'the', 'monologue', 'had', 'dried', 'up', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,"['Moreover', 'his', 'varicose', 'ulcer', 'had', 'begun', 'itching', 'unbearably', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,"['He', 'dared', 'not', 'scratch', 'it', ',', 'because', 'if', 'he', 'did', 'so', 'it', 'always', 'became', 'inflamed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,"['The', 'seconds', 'were', 'ticking', 'by', '.']","[0, 0, 0, 0, 0, 0]"
123,"['He', 'was', 'conscious', 'of', 'nothing', 'except', 'the', 'blankness', 'of', 'the', 'page', 'in', 'front', 'of', 'him', ',', 'the', 'itching', 'of', 'the', 'skin', 'above', 'his', 'ankle', ',', 'the', 'blaring', 'of', 'the', 'music', ',', 'and', 'a', 'slight', 'booziness', 'caused', 'by', 'the', 'gin', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,"['Suddenly', 'he', 'began', 'writing', 'in', 'sheer', 'panic', ',', 'only', 'imperfectly', 'aware', 'of', 'what', 'he', 'was', 'setting', 'down', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,"['His', 'small', 'but', 'childish', 'handwriting', 'straggled', 'up', 'and', 'down', 'the', 'page', ',', 'shedding', 'first', 'its', 'capital', 'letters', 'and', 'finally', 'even', 'its', 'full', 'stops', ':', 'April', '4th', ',', '1984', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,"['Last', 'night', 'to', 'the', 'flicks', '.']","[0, 0, 0, 0, 0, 0]"
127,"['All', 'war', 'films', '.']","[0, 0, 0, 0]"
128,"['One', 'very', 'good', 'one', 'of', 'a', 'ship', 'full', 'of', 'refugees', 'being', 'bombed', 'somewhere', 'in', 'the', 'Mediterranean', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,"['Audience', 'much', 'amused', 'by', 'shots', 'of', 'a', 'great', 'huge', 'fat', 'man', 'trying', 'to', 'swim', 'away', 'with', 'a', 'helicopter', 'after', 'him', ',', 'first', 'you', 'saw', 'him', 'wallowing', 'along', 'in', 'the', 'water', 'like', 'a', 'porpoise', ',', 'then', 'you', 'saw', 'him', 'through', 'the', 'helicopters', 'gunsights', ',', 'then', 'he', 'was', 'full', 'of', 'holes', 'and', 'the', 'sea', 'round', 'him', 'turned', 'pink', 'and', 'he', 'sank', 'as', 'suddenly', 'as', 'though', 'the', 'holes', 'had', 'let', 'in', 'the', 'water', ',', 'audience', 'shouting', 'with', 'laughter', 'when', 'he', 'sank', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130,"['then', 'you', 'saw', 'a', 'lifeboat', 'full', 'of', 'children', 'with', 'a', 'helicopter', 'hovering', 'over', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,"['there', 'was', 'a', 'middle-aged', 'woman', 'might', 'have', 'been', 'a', 'jewess', 'sitting', 'up', 'in', 'the', 'bow', 'with', 'a', 'little', 'boy', 'about', 'three', 'years', 'old', 'in', 'her', 'arms', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,"['little', 'boy', 'screaming', 'with', 'fright', 'and', 'hiding', 'his', 'head', 'between', 'her', 'breasts', 'as', 'if', 'he', 'was', 'trying', 'to', 'burrow', 'right', 'into', 'her', 'and', 'the', 'woman', 'putting', 'her', 'arms', 'round', 'him', 'and', 'comforting', 'him', 'although', 'she', 'was', 'blue', 'with', 'fright', 'herself', ',', 'all', 'the', 'time', 'covering', 'him', 'up', 'as', 'much', 'as', 'possible', 'as', 'if', 'she', 'thought', 'her', 'arms', 'could', 'keep', 'the', 'bullets', 'off', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133,"['then', 'the', 'helicopter', 'planted', 'a', '20', 'kilo', 'bomb', 'in', 'among', 'them', 'terrific', 'flash', 'and', 'the', 'boat', 'went', 'all', 'to', 'matchwood', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,"['then', 'there', 'was', 'a', 'wonderful', 'shot', 'of', 'a', 'child', ""'s"", 'arm', 'going', 'up', 'up', 'up', 'right', 'up', 'into', 'the', 'air', 'a', 'helicopter', 'with', 'a', 'camera', 'in', 'its', 'nose', 'must', 'have', 'followed', 'it', 'up', 'and', 'there', 'was', 'a', 'lot', 'of', 'applause', 'from', 'the', 'party', 'seats', 'but', 'a', 'woman', 'down', 'in', 'the', 'prole', 'part', 'of', 'the', 'house', 'suddenly', 'started', 'kicking', 'up', 'a', 'fuss', 'and', 'shouting', 'they', 'didnt', 'oughter', 'of', 'showed', 'it', 'not', 'in', 'front', 'of', 'kids', 'they', 'didnt', 'it', 'aint', 'right', 'not', 'in', 'front', 'of', 'kids', 'it', 'aint', 'until', 'the', 'police', 'turned', 'her', 'turned', 'her', 'out', 'i', 'dont', 'suppose', 'anything', 'happened', 'to', 'her', 'nobody', 'cares', 'what', 'the', 'proles', 'say', 'typical', 'prole', 'reaction', 'they', 'never', '--', 'Winston', 'stopped', 'writing', ',', 'partly', 'because', 'he', 'was', 'suffering', 'from', 'cramp', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,"['He', 'did', 'not', 'know', 'what', 'had', 'made', 'him', 'pour', 'out', 'this', 'stream', 'of', 'rubbish', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
136,"['But', 'the', 'curious', 'thing', 'was', 'that', 'while', 'he', 'was', 'doing', 'so', 'a', 'totally', 'different', 'memory', 'had', 'clarified', 'itself', 'in', 'his', 'mind', ',', 'to', 'the', 'point', 'where', 'he', 'almost', 'felt', 'equal', 'to', 'writing', 'it', 'down', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,"['It', 'was', ',', 'he', 'now', 'realized', ',', 'because', 'of', 'this', 'other', 'incident', 'that', 'he', 'had', 'suddenly', 'decided', 'to', 'come', 'home', 'and', 'begin', 'the', 'diary', 'today', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,"['It', 'had', 'happened', 'that', 'morning', 'at', 'the', 'Ministry', ',', 'if', 'anything', 'so', 'nebulous', 'could', 'be', 'said', 'to', 'happen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,"['It', 'was', 'nearly', 'eleven', 'hundred', ',', 'and', 'in', 'the', 'Records', 'Department', ',', 'where', 'Winston', 'worked', ',', 'they', 'were', 'dragging', 'the', 'chairs', 'out', 'of', 'the', 'cubicles', 'and', 'grouping', 'them', 'in', 'the', 'centre', 'of', 'the', 'hall', 'opposite', 'the', 'big', 'telescreen', ',', 'in', 'preparation', 'for', 'the', 'Two', 'Minutes', 'Hate', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,"['Winston', 'was', 'just', 'taking', 'his', 'place', 'in', 'one', 'of', 'the', 'middle', 'rows', 'when', 'two', 'people', 'whom', 'he', 'knew', 'by', 'sight', ',', 'but', 'had', 'never', 'spoken', 'to', ',', 'came', 'unexpectedly', 'into', 'the', 'room', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,"['One', 'of', 'them', 'was', 'a', 'girl', 'whom', 'he', 'often', 'passed', 'in', 'the', 'corridors', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,"['He', 'did', 'not', 'know', 'her', 'name', ',', 'but', 'he', 'knew', 'that', 'she', 'worked', 'in', 'the', 'Fiction', 'Department', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,"['Presumably', '--', 'since', 'he', 'had', 'sometimes', 'seen', 'her', 'with', 'oily', 'hands', 'and', 'carrying', 'a', 'spanner', '--', 'she', 'had', 'some', 'mechanical', 'job', 'on', 'one', 'of', 'the', 'novel-writing', 'machines', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,"['She', 'was', 'a', 'bold-looking', 'girl', ',', 'of', 'about', 'twenty-seven', ',', 'with', 'thick', 'hair', ',', 'a', 'freckled', 'face', ',', 'and', 'swift', ',', 'athletic', 'movements', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,"['A', 'narrow', 'scarlet', 'sash', ',', 'emblem', 'of', 'the', 'Junior', 'Anti-Sex', 'League', ',', 'was', 'wound', 'several', 'times', 'round', 'the', 'waist', 'of', 'her', 'overalls', ',', 'just', 'tightly', 'enough', 'to', 'bring', 'out', 'the', 'shapeliness', 'of', 'her', 'hips', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,"['Winston', 'had', 'disliked', 'her', 'from', 'the', 'very', 'first', 'moment', 'of', 'seeing', 'her', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,"['He', 'knew', 'the', 'reason', '.']","[0, 0, 0, 0, 0]"
148,"['It', 'was', 'because', 'of', 'the', 'atmosphere', 'of', 'hockey-fields', 'and', 'cold', 'baths', 'and', 'community', 'hikes', 'and', 'general', 'clean-mindedness', 'which', 'she', 'managed', 'to', 'carry', 'about', 'with', 'her', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,"['He', 'disliked', 'nearly', 'all', 'women', ',', 'and', 'especially', 'the', 'young', 'and', 'pretty', 'ones', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,"['It', 'was', 'always', 'the', 'women', ',', 'and', 'above', 'all', 'the', 'young', 'ones', ',', 'who', 'were', 'the', 'most', 'bigoted', 'adherents', 'of', 'the', 'Party', ',', 'the', 'swallowers', 'of', 'slogans', ',', 'the', 'amateur', 'spies', 'and', 'nosers-out', 'of', 'unorthodoxy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,"['But', 'this', 'particular', 'girl', 'gave', 'him', 'the', 'impression', 'of', 'being', 'more', 'dangerous', 'than', 'most', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,"['Once', 'when', 'they', 'passed', 'in', 'the', 'corridor', 'she', 'gave', 'him', 'a', 'quick', 'sidelong', 'glance', 'which', 'seemed', 'to', 'pierce', 'right', 'into', 'him', 'and', 'for', 'a', 'moment', 'had', 'filled', 'him', 'with', 'black', 'terror', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,"['The', 'idea', 'had', 'even', 'crossed', 'his', 'mind', 'that', 'she', 'might', 'be', 'an', 'agent', 'of', 'the', 'Thought', 'Police', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,"['That', ',', 'it', 'was', 'true', ',', 'was', 'very', 'unlikely', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,"['Still', ',', 'he', 'continued', 'to', 'feel', 'a', 'peculiar', 'uneasiness', ',', 'which', 'had', 'fear', 'mixed', 'up', 'in', 'it', 'as', 'well', 'as', 'hostility', ',', 'whenever', 'she', 'was', 'anywhere', 'near', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,"['The', 'other', 'person', 'was', 'a', 'man', 'named', ""O'Brien"", ',', 'a', 'member', 'of', 'the', 'Inner', 'Party', 'and', 'holder', 'of', 'some', 'post', 'so', 'important', 'and', 'remote', 'that', 'Winston', 'had', 'only', 'a', 'dim', 'idea', 'of', 'its', 'nature', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,"['A', 'momentary', 'hush', 'passed', 'over', 'the', 'group', 'of', 'people', 'round', 'the', 'chairs', 'as', 'they', 'saw', 'the', 'black', 'overalls', 'of', 'an', 'Inner', 'Party', 'member', 'approaching', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,"[""O'Brien"", 'was', 'a', 'large', ',', 'burly', 'man', 'with', 'a', 'thick', 'neck', 'and', 'a', 'coarse', ',', 'humorous', ',', 'brutal', 'face', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,"['In', 'spite', 'of', 'his', 'formidable', 'appearance', 'he', 'had', 'a', 'certain', 'charm', 'of', 'manner', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,"['He', 'had', 'a', 'trick', 'of', 'resettling', 'his', 'spectacles', 'on', 'his', 'nose', 'which', 'was', 'curiously', 'disarming', '--', 'in', 'some', 'indefinable', 'way', ',', 'curiously', 'civilized', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
